,quote,author,tags,likes
1442,"Isabelle drifted over, Jace a pace behind her. She was wearing a long black dress with boots and an even longer cutaway coat of soft green velvet, the color of moss. ""I can't believe you did it!"" she exclaimed. ""How did you get Magnus to let Jace leave?""
""Traded him for Alec,"" Clary said.
Isabelle looked mildly alarmed. ""Not permanently?""
""No,"" said Jace. ""Just for a few hours. Unless I don't come back,"" he added thoughtfully. ""In which case, maybe he does get to keep Alec. Think of it as a lease with an option to buy.""
Isabelle looked dubious. ""Mom and Dad won't be pleased if they find out.""
""That you freed a possible criminal by trading away your brother to a warlock who looks like a gay Sonic the Hedgehog and dresses like the Child Catcher from Chitty Chitty Bang Bang?"" Simon inquired. ""No, probably not.","Cassandra Clare,","alec-lightwood, clary-fray, humor, isabelle-lightwood, jace-wayland, simon-lewis",4028.0
1443,"If a book about failures doesn't sell, is it a success?",Jerry Seinfeld,"books, funny",4028.0
1444,"Despite my ghoulish reputation, I really have the heart of a small boy. I keep it in a jar on my desk.",Robert Bloch,,4025.0
1445,You never know what worse luck your bad luck has saved you from.,"Cormac McCarthy,",,4024.0
1446,"Don't part with your illusions. When they are gone you may still exist, but you have ceased to live.",Mark Twain,"illusions, life",4024.0
1447,"You need to learn how to select your thoughts just the same way you select your clothes every day. This is a power you can cultivate. If you want to control things in your life so bad, work on the mind. That's the only thing you should be trying to control.","Elizabeth Gilbert,","eat-pray-love, elizabeth-gilbert, inspiration",4023.0
1448,"Grover was sniffing the wind, looking nervous. He fished out his acorns and threw them into the sand, then played his pipes. They rearranged themselves in a pattern that made no sense to me, but Grover looked concerned.
""That's us,"" he said. ""Those five nuts right there.""
""Which one is me?"" I asked.
""The little deformed one,"" Zoe suggested.
""Oh, shut up.","Rick Riordan,","acorns, percy-jackson, zoe-nightshade",4022.0
1449,Time is an illusion. Lunchtime doubly so.,"Douglas Adams,","humor, philosophy, science-fiction",4021.0
1450,"He smiled understandingly-much more than understandingly. It was one of those rare smiles with a quality of eternal reassurance in it, that you may come across four or five times in life. It faced--or seemed to face--the whole eternal world for an instant, and then concentrated on you with an irresistible prejudice in your favor. It understood you just as far as you wanted to be understood, believed in you as you would like to believe in yourself, and assured you that it had precisely the impression of you that, at your best, you hoped to convey.","F. Scott Fitzgerald,",smiling,4020.0
1451,Wherever you go becomes a part of you somehow.,Anita Desai,travel,4018.0
1452,Don't feel sorry for yourself. Only assholes do that.,"Haruki Murakami,",nagasawa,4017.0
1453,"The very least you can do in your life is figure out what you hope for. And the most you can do is live inside that hope. Not admire it from a distance but live right in it, under its roof.","Barbara Kingsolver,",hope,4014.0
1454,"There are three types of lies -- lies, damn lies, and statistics.",Benjamin Disraeli," lies, lying, misattributed-mark-twain, statistics, truth",4013.0
1455,"Maybe you can afford to wait. Maybe for you there's a tomorrow. Maybe for you there's one thousand tomorrows, or three thousand, or ten, so much time you can bathe in it, roll around it, let it slide like coins through you fingers. So much time you can waste it.
But for some of us there's only today. And the truth is, you never really know.","Lauren Oliver,",inspirational-life,4011.0
1456,"Someday, somewhere - anywhere, unfailingly, you'll find yourself, and that, and only that, can be the happiest or bitterest hour of your life.",Pablo Neruda,,4003.0
1457,The past has no power over the present moment.,Eckhart Tolle,"education, inspirational, life, philosophy, truth, wisdom",4002.0
1458,Though nobody can go back and make a new beginning... Anyone can start over and make a new ending.,Chico Xavier,"inspirational, life-lessons",3988.0
1459,"Don't you think it's better to be extremely happy for a short while, even if you lose it, than to be just okay for your whole life?","Audrey Niffenegger,",life,3985.0
1460,"I crave your mouth, your voice, your hair.
Silent and starving, I prowl through the streets.
Bread does not nourish me, dawn disrupts me, all day
I hunt for the liquid measure of your steps.

I hunger for your sleek laugh,
your hands the color of a savage harvest,
hunger for the pale stones of your fingernails,
I want to eat your skin like a whole almond.

I want to eat the sunbeam flaring in your lovely body,
the sovereign nose of your arrogant face,
I want to eat the fleeting shade of your lashes,

and I pace around hungry, sniffing the twilight,
hunting for you, for your hot heart,
Like a puma in the barrens of Quitratue.",Pablo Neruda,"love, poetry",3985.0
1461,"You will lose someone you can’t live without,and your heart will be badly broken, and the bad news is that you never completely get over the loss of your beloved. But this is also the good news. They live forever in your broken heart that doesn’t seal back up. And you come through. It’s like having a broken leg that never heals perfectly—that still hurts when the weather gets cold, but you learn to dance with the limp.",Anne Lamott,"grief, loss, recovery",3983.0
1462,Do not fear failure but rather fear not trying.,"Roy T. Bennett,","failure, fearless, inspiration, inspirational, inspirational-attitude, inspirational-life, inspirational-quote, inspirational-quotes, inspire, inspiring, life, life-and-living, life-lessons, life-philosophy, life-quotes, living, motivation, motivational, never-give-up, optimism, optimistic, persistence, positive, positive-affirmation, positive-life, positive-thinking, trying",3982.0
1463,Youth is happy because it has the capacity to see beauty. Anyone who keeps the ability to see beauty never grows old.,Franz Kafka,"beauty, wonder, young-at-heart, youth, youthfulness",3980.0
1464,"Whatever the cost of our libraries, the price is cheap compared to that of an ignorant nation.",Walter Cronkite,"education, ignorance, intelligence, libraries",3976.0
1465,The reasonable man adapts himself to the world: the unreasonable one persists in trying to adapt the world to himself. Therefore all progress depends on the unreasonable man.,"George Bernard Shaw,","life, philosophy, philosophy-of-life, progress",3974.0
1466,"Fall down again, Bella?'
No, Emmett, I punched a werewolf in the face.","Stephenie Meyer,",,3974.0
1467,"Knock, And He'll open the door
Vanish, And He'll make you shine like the sun
Fall, And He'll raise you to the heavens
Become nothing, And He'll turn you into everything.",Jalal Ad-Din Rumi,"islam, religion, spirituality",3973.0
1468,"Words are pale shadows of forgotten names. As names have power, words have power. Words can light fires in the minds of men. Words can wring tears from the hardest hearts.","Patrick Rothfuss,","description, language, power-of-words, words",3971.0
1469,"Hello babies. Welcome to Earth. It's hot in the summer and cold in the winter. It's round and wet and crowded. On the outside, babies, you've got a hundred years here. There's only one rule that I know of, babies-""God damn it, you've got to be kind.",Kurt Vonnegut,fact,3969.0
1470,Look after my heart - I've left it with you.,"Stephenie Meyer,","bella, edward, love, twilight-saga",3967.0
1471,"You know, when it works, love is pretty amazing. It's not overrated. There's a reason for all those songs.","Sarah Dessen,",love,3966.0
1472,"Sometimes, you read a book and it fills you with this weird evangelical zeal, and you become convinced that the shattered world will never be put back together unless and until all living humans read the book. And then there are books like An Imperial Affliction, which you can't tell people about, books so special and rare and yours that advertising your affection feels like betrayal","John Green,","books, john-green, reading, the-fault-in-our-stars",3964.0
